state code,state,county,cz,czname,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_se, pooled_pooled_count ,kfr_black_pooled_p25,kfr_black_pooled_p25_se,kfr_hisp_pooled_p25,kfr_hisp_pooled_p25_se,kfr_white_pooled_p25,kfr_white_pooled_p25_se,jail_black_pooled_p25,jail_black_pooled_p25_se,jail_hisp_pooled_p25,jail_hisp_pooled_p25_se,jail_white_pooled_p25,jail_white_pooled_p25_se, white_pooled_count , black_pooled_count , hisp_pooled_count ,kfr_pooled_female_p25,kfr_pooled_female_p25_se,kfr_pooled_male_p25,kfr_pooled_male_p25_se,jail_pooled_female_p25,jail_pooled_female_p25_se,jail_pooled_male_p25,jail_pooled_male_p25_se, pooled_male_count , pooled_female_count ,kfr_black_female_p25,kfr_black_female_p25_se,kfr_hisp_female_p25,kfr_hisp_female_p25_se,kfr_white_female_p25,kfr_white_female_p25_se,kfr_black_male_p25,kfr_black_male_p25_se,kfr_hisp_male_p25,kfr_hisp_male_p25_se,kfr_white_male_p25,kfr_white_male_p25_se,jail_black_female_p25,jail_black_female_p25_se,jail_hisp_female_p25,jail_hisp_female_p25_se,jail_white_female_p25,jail_white_female_p25_se,jail_black_male_p25,jail_black_male_p25_se,jail_hisp_male_p25,jail_hisp_male_p25_se,jail_white_male_p25,jail_white_male_p25_se, white_male_count , black_male_count , hisp_male_count , white_female_count , black_female_count , hisp_female_count 
17,ILLINOIS,5,24900,Edwardsville,0.42,0.01,0.02,0.01,"  1,475 ",0.32,0.04,,,0.43,0.01,0.06,0.05,,,0.01,0.01,"  1,329 ",  94 ,,0.43,0.02,0.4,0.02,0.0,0.0,0.03,0.01,  749 ,  725 ,0.27,0.05,,,0.45,0.02,0.36,0.07,,,0.41,0.02,0.02,0.04,,,0.0,0.0,0.16,0.11,,,0.027,0.012,  683 ,  41 ,,  645 ,  53 ,
17,ILLINOIS,7,24400,Rockford,0.41,0.01,0.02,0.0,"  3,446 ",0.33,0.04,0.42,0.01,0.44,0.01,0.14,0.07,0.02,0.01,0.01,0.0,"  2,219 ",  60 ,"  1,185 ",0.42,0.01,0.41,0.01,0.0,0.0,0.03,0.01,"  1,752 ","  1,693 ",0.31,0.06,0.41,0.02,0.45,0.01,0.35,0.05,0.44,0.02,0.44,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.23,0.11,0.039,0.01,0.024,0.008,"  1,075 ",  37 ,  636 ,"  1,137 ",  22 ,  550 
17,ILLINOIS,9,24801,Jacksonville,0.42,0.02,0.0,0.0,  501 ,,,,,0.43,0.02,,,,,0.0,0.0,  479 ,,,0.41,0.03,0.45,0.03,0.0,0.01,0.0,0.01,  271 ,  229 ,,,,,0.42,0.03,,,,,0.45,0.03,,,,,0.0,0.01,,,,,-0.003,0.005,  265 ,,,  214 ,,
17,ILLINOIS,11,23900,Peoria,0.45,0.01,0.01,0.0,"  3,071 ",0.41,0.08,0.48,0.03,0.47,0.01,,,0.01,0.01,0.02,0.0,"  2,572 ",  35 ,  403 ,0.46,0.01,0.45,0.01,0.0,0.0,0.03,0.01,"  1,507 ","  1,564 ",,,0.49,0.04,0.47,0.01,,,0.48,0.04,0.46,0.01,,,0.0,0.0,0.0,0.0,,,0.032,0.02,0.03,0.009,"  1,243 ",,  221 ,"  1,331 ",,  182 
17,ILLINOIS,13,24900,Edwardsville,0.52,0.03,0.0,0.01,  509 ,,,,,0.53,0.03,,,,,0.0,0.0,  491 ,,,0.56,0.04,0.49,0.04,0.0,0.0,0.01,0.01,  269 ,  238 ,,,,,0.56,0.04,,,,,0.5,0.04,,,,,0.0,0.01,,,,,-0.003,0.007,  263 ,,,  228 ,,
17,ILLINOIS,15,24400,Rockford,0.47,0.01,0.01,0.0,"  1,710 ",0.31,0.06,0.42,0.04,0.49,0.01,0.04,0.06,0.0,0.01,0.01,0.0,"  1,536 ",  20 ,  91 ,0.49,0.02,0.46,0.02,0.0,0.0,0.02,0.01,  866 ,  843 ,,,0.43,0.07,0.51,0.02,,,0.4,0.06,0.47,0.02,,,0.02,0.04,0.0,0.0,,,-0.002,0.01,0.024,0.01,  775 ,,  57 ,  761 ,,  35 
17,ILLINOIS,17,24801,Jacksonville,0.42,0.01,0.02,0.01,"  1,754 ",,,0.46,0.03,0.43,0.01,,,0.01,0.01,0.02,0.01,"  1,398 ",,  356 ,0.43,0.01,0.42,0.02,0.0,0.0,0.04,0.01,  872 ,  884 ,,,0.45,0.04,0.43,0.02,,,0.46,0.04,0.43,0.02,,,-0.01,0.01,0.0,0.0,,,0.019,0.02,0.038,0.014,  702 ,,  169 ,  697 ,,  192 
17,ILLINOIS,19,23500,Decatur,0.4,0.0,0.04,0.0,"  13,925 ",0.3,0.01,0.44,0.02,0.46,0.01,0.08,0.01,0.02,0.01,0.02,0.0,"  7,366 ","  4,910 ",  676 ,0.42,0.01,0.39,0.01,0.01,0.0,0.08,0.01,"  7,058 ","  6,864 ",0.33,0.01,0.45,0.03,0.46,0.01,0.28,0.01,0.43,0.03,0.46,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.17,0.02,0.034,0.02,0.034,0.006,"  3,663 ","  2,524 ",  399 ,"  3,701 ","  2,384 ",  280 
17,ILLINOIS,21,24802,Springfield,0.43,0.01,0.02,0.0,"  3,556 ",,,0.41,0.06,0.43,0.01,,,0.0,0.02,0.02,0.01,"  3,393 ",,  51 ,0.43,0.01,0.43,0.01,0.0,0.0,0.04,0.01,"  1,883 ","  1,678 ",,,,,0.43,0.01,,,,,0.44,0.01,,,,,0.0,0.0,,,,,0.044,0.01,"  1,771 ",,,"  1,625 ",,
17,ILLINOIS,23,23301,Charleston,0.47,0.01,0.01,0.0,"  2,008 ",,,0.25,0.07,0.49,0.01,,,0.01,0.03,0.01,0.0,"  1,960 ",,  11 ,0.5,0.01,0.44,0.02,0.0,0.0,0.01,0.0,  987 ,"  1,020 ",,,,,0.52,0.02,,,,,0.45,0.02,,,,,0.0,0.0,,,,,0.012,0.006,  956 ,,,"  1,002 ",,
17,ILLINOIS,25,23302,Douglas,0.42,0.01,0.01,0.0,"  1,844 ",,,,,0.43,0.01,,,,,0.01,0.0,"  1,794 ",,,0.44,0.01,0.4,0.01,0.0,0.0,0.01,0.0,  929 ,  914 ,,,,,0.45,0.02,,,,,0.41,0.02,,,,,0.0,0.0,,,,,0.009,0.005,  900 ,,,  892 ,,
17,ILLINOIS,27,25500,Centralia,0.48,0.01,0.01,0.0,"  2,694 ",0.35,0.04,0.45,0.05,0.5,0.01,0.06,0.04,0.05,0.05,0.01,0.0,"  2,493 ",  82 ,  78 ,0.5,0.01,0.47,0.01,0.0,0.0,0.02,0.01,"  1,323 ","  1,371 ",0.38,0.05,0.51,0.08,0.51,0.01,0.27,0.06,0.41,0.06,0.48,0.01,-0.05,0.02,0.0,0.02,0.0,0.0,,,0.063,0.07,0.015,0.007,"  1,219 ",  33 ,  49 ,"  1,273 ",  44 ,  29 
17,ILLINOIS,29,23301,Charleston,0.4,0.01,0.02,0.0,"  4,364 ",0.35,0.03,0.39,0.03,0.42,0.01,0.07,0.03,0.02,0.02,0.02,0.0,"  3,883 ",  137 ,  114 ,0.41,0.01,0.4,0.01,0.02,0.01,0.03,0.01,"  2,161 ","  2,203 ",0.34,0.05,0.38,0.04,0.42,0.01,0.34,0.05,0.4,0.05,0.41,0.01,0.05,0.04,0.0,0.01,0.02,0.0,0.06,0.04,0.032,0.03,0.028,0.007,"  1,931 ",  57 ,  52 ,"  1,951 ",  79 ,  61 
17,ILLINOIS,31,24300,Chicago,0.38,0.0,0.03,0.0,"  655,515 ",0.31,0.0,0.43,0.0,0.5,0.0,0.05,0.0,0.01,0.0,0.01,0.0,"  110,761 ","  318,867 ","  239,170 ",0.41,0.0,0.36,0.0,0.0,0.0,0.06,0.0,"  333,601 ","  321,899 ",0.34,0.0,0.44,0.0,0.53,0.0,0.28,0.0,0.43,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.027,0.0,0.018,0.001,"  56,971 ","  159,763 ","  123,532 ","  53,792 ","  159,017 ","  115,662 "
17,ILLINOIS,33,23302,Douglas,0.44,0.01,0.01,0.0,"  2,062 ",,,0.36,0.05,0.45,0.01,,,0.13,0.06,0.01,0.0,"  1,943 ",,  49 ,0.44,0.01,0.43,0.01,0.0,0.0,0.03,0.01,"  1,076 ",  986 ,,,,,0.45,0.01,,,0.25,0.07,0.45,0.02,,,,,0.0,0.0,,,,,0.021,0.009,"  1,004 ",,  25 ,  938 ,,
17,ILLINOIS,35,23301,Charleston,0.45,0.01,0.01,0.01,"  1,333 ",,,,,0.45,0.01,,,,,0.01,0.01,"  1,291 ",,,0.43,0.02,0.46,0.02,0.01,0.01,0.01,0.0,  692 ,  641 ,,,,,0.44,0.02,,,,,0.46,0.02,,,,,0.01,0.01,,,,,0.009,0.007,  669 ,,,  622 ,,
17,ILLINOIS,37,24400,Rockford,0.43,0.01,0.02,0.0,"  5,195 ",0.35,0.02,0.4,0.02,0.45,0.01,0.07,0.02,0.0,0.0,0.01,0.0,"  3,917 ",  403 ,  809 ,0.44,0.01,0.43,0.01,0.0,0.0,0.03,0.01,"  2,642 ","  2,553 ",0.41,0.03,0.41,0.03,0.45,0.01,0.29,0.03,0.4,0.03,0.46,0.01,0.04,0.03,0.0,0.0,0.0,0.0,0.1,0.04,0.006,0.01,0.025,0.007,"  1,998 ",  209 ,  427 ,"  1,917 ",  196 ,  380 
17,ILLINOIS,39,23400,Bloomington,0.43,0.01,0.04,0.01,"  1,494 ",,,0.51,0.05,0.43,0.01,,,0.04,0.03,0.04,0.01,"  1,380 ",,  71 ,0.43,0.02,0.43,0.02,0.02,0.01,0.05,0.01,  727 ,  768 ,,,,,0.43,0.02,,,0.47,0.06,0.43,0.02,,,,,0.02,0.01,,,0.009,0.02,0.047,0.015,  660 ,,  40 ,  720 ,,
17,ILLINOIS,41,23500,Decatur,0.47,0.01,0.02,0.0,"  2,332 ",,,0.54,0.04,0.48,0.01,,,0.09,0.04,0.01,0.0,"  2,133 ",,  153 ,0.48,0.01,0.47,0.01,0.0,0.0,0.03,0.01,"  1,141 ","  1,191 ",,,0.56,0.06,0.49,0.01,,,0.51,0.05,0.48,0.01,,,0.02,0.03,0.0,0.0,,,0.117,0.08,0.024,0.008,"  1,024 ",,  97 ,"  1,108 ",,  54 
17,ILLINOIS,43,24300,Chicago,0.48,0.0,0.01,0.0,"  45,789 ",0.36,0.01,0.47,0.0,0.51,0.0,0.05,0.01,0.01,0.0,0.01,0.0,"  24,406 ","  4,264 ","  11,402 ",0.51,0.0,0.46,0.0,0.0,0.0,0.02,0.0,"  23,550 ","  22,239 ",0.4,0.01,0.48,0.01,0.54,0.0,0.33,0.01,0.45,0.01,0.49,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.017,0.0,0.017,0.002,"  12,535 ","  2,148 ","  5,909 ","  11,870 ","  2,115 ","  5,489 "
17,ILLINOIS,45,23301,Charleston,0.42,0.01,0.02,0.01,"  2,301 ",,,,,0.43,0.01,,,,,0.02,0.01,"  2,214 ",,,0.43,0.01,0.41,0.01,0.01,0.01,0.04,0.01,"  1,187 ","  1,116 ",,,,,0.44,0.01,,,,,0.42,0.01,,,,,0.01,0.0,,,,,0.032,0.01,"  1,148 ",,,"  1,068 ",,
17,ILLINOIS,47,14801,Olney,0.47,0.02,0.01,0.01,  836 ,,,,,0.48,0.02,,,,,0.01,0.01,  809 ,,,0.47,0.02,0.47,0.02,0.0,0.0,0.02,0.01,  416 ,  421 ,,,,,0.48,0.02,,,,,0.48,0.02,,,,,0.0,0.0,,,,,0.021,0.012,  401 ,,,  408 ,,
17,ILLINOIS,49,23302,Douglas,0.47,0.01,0.03,0.01,"  3,472 ",,,0.47,0.08,0.48,0.01,,,0.06,0.08,0.02,0.01,"  3,370 ",,  33 ,0.48,0.01,0.44,0.01,0.0,0.0,0.05,0.01,"  1,766 ","  1,701 ",,,,,0.49,0.01,,,0.5,0.11,0.46,0.01,,,,,0.0,0.0,,,,,0.048,0.011,"  1,714 ",,  17 ,"  1,651 ",,
17,ILLINOIS,51,23302,Douglas,0.43,0.01,0.02,0.01,"  2,641 ",,,,,0.44,0.01,,,,,0.02,0.01,"  2,571 ",,,0.44,0.01,0.41,0.01,0.0,0.0,0.04,0.01,"  1,247 ","  1,396 ",,,,,0.45,0.01,,,,,0.43,0.01,,,,,0.0,0.0,,,,,0.041,0.012,"  1,204 ",,,"  1,369 ",,
17,ILLINOIS,53,23500,Decatur,0.47,0.01,0.02,0.01,"  1,704 ",,,0.32,0.04,0.49,0.01,,,0.03,0.03,0.01,0.01,"  1,587 ",,  60 ,0.49,0.02,0.44,0.02,0.0,0.0,0.03,0.01,  886 ,  818 ,,,0.35,0.05,0.51,0.02,,,,,0.46,0.02,,,0.01,0.02,0.0,0.0,,,,,0.027,0.01,  832 ,,,  756 ,,  34 
17,ILLINOIS,55,25601,Carbondale,0.42,0.01,0.01,0.0,"  5,049 ",,,0.47,0.05,0.44,0.01,,,0.01,0.02,0.01,0.0,"  4,871 ",,  74 ,0.43,0.01,0.42,0.01,0.0,0.0,0.02,0.01,"  2,622 ","  2,430 ",,,0.48,0.06,0.45,0.01,,,,,0.43,0.01,,,0.02,0.03,0.0,0.0,,,,,0.023,0.005,"  2,521 ",,,"  2,352 ",,  32 
17,ILLINOIS,57,23700,Galesburg,0.42,0.01,0.02,0.0,"  3,756 ",,,0.44,0.05,0.43,0.01,,,0.03,0.03,0.02,0.0,"  3,559 ",,  69 ,0.43,0.01,0.41,0.01,0.0,0.0,0.03,0.01,"  1,960 ","  1,796 ",,,,,0.44,0.01,,,0.42,0.07,0.42,0.01,,,,,0.0,0.0,,,-0.015,0.02,0.033,0.008,"  1,873 ",,  28 ,"  1,687 ",,
17,ILLINOIS,59,25602,Harrisburg,0.45,0.02,0.01,0.01,  757 ,,,,,0.46,0.02,,,,,0.02,0.01,  720 ,,,0.48,0.03,0.44,0.03,0.0,0.0,0.04,0.02,  402 ,  356 ,,,,,0.49,0.03,,,,,0.45,0.03,,,,,0.01,0.01,,,,,0.028,0.02,  388 ,,,  332 ,,
17,ILLINOIS,61,24801,Jacksonville,0.44,0.01,0.01,0.0,"  2,058 ",,,,,0.45,0.01,,,,,0.01,0.0,"  1,989 ",,,0.46,0.02,0.42,0.01,0.0,0.0,0.01,0.0,"  1,023 ","  1,038 ",,,,,0.47,0.02,,,,,0.43,0.01,,,,,0.0,0.0,,,,,0.011,0.005,  981 ,,,"  1,012 ",,
17,ILLINOIS,63,24300,Chicago,0.44,0.01,0.03,0.01,"  2,193 ",0.32,0.08,0.47,0.03,0.45,0.01,0.03,0.04,0.01,0.0,0.03,0.01,"  1,881 ",  6 ,  270 ,0.44,0.01,0.43,0.01,0.01,0.0,0.05,0.01,"  1,090 ","  1,103 ",,,0.46,0.04,0.45,0.01,,,0.49,0.04,0.44,0.01,,,0.0,0.0,0.01,0.01,,,0.001,0.0,0.05,0.015,  934 ,,  132 ,  947 ,,  138 
17,ILLINOIS,65,25500,Centralia,0.47,0.01,0.01,0.01,"  1,177 ",,,,,0.49,0.02,,,,,0.01,0.01,"  1,122 ",,,0.47,0.02,0.48,0.02,0.0,0.01,0.02,0.01,  614 ,  563 ,,,,,0.49,0.02,,,,,0.49,0.02,,,,,0.0,0.0,,,,,0.022,0.011,  588 ,,,  532 ,,
17,ILLINOIS,67,23600,Burlington,0.49,0.01,0.01,0.0,"  2,063 ",,,0.43,0.06,0.51,0.01,,,,,0.01,0.0,"  1,979 ",,  34 ,0.51,0.01,0.49,0.01,0.0,0.0,0.03,0.01,"  1,092 ",  973 ,,,,,0.52,0.01,,,,,0.5,0.01,,,,,0.0,0.0,,,,,0.025,0.009,"  1,041 ",,,  939 ,,
17,ILLINOIS,69,25602,Harrisburg,0.45,0.02,0.01,0.01,  547 ,,,,,0.46,0.02,,,,,0.01,0.01,  522 ,,,0.46,0.03,0.44,0.03,0.0,0.0,0.02,0.02,  248 ,  302 ,,,,,0.47,0.03,,,,,0.46,0.04,,,,,-0.01,0.01,,,,,0.013,0.012,  236 ,,,  288 ,,
17,ILLINOIS,71,23600,Burlington,0.47,0.02,0.01,0.01,  837 ,,,,,0.47,0.02,,,,,0.01,0.01,  815 ,,,0.48,0.03,0.47,0.03,0.0,0.0,0.02,0.02,  382 ,  453 ,,,,,0.48,0.03,,,,,0.47,0.03,,,,,0.0,0.01,,,,,0.02,0.018,  368 ,,,  445 ,,
17,ILLINOIS,73,23801,Davenport,0.46,0.01,0.02,0.0,"  4,650 ",0.35,0.03,0.47,0.03,0.47,0.01,0.15,0.05,0.01,0.01,0.01,0.0,"  4,077 ",  149 ,  359 ,0.46,0.01,0.45,0.01,0.01,0.0,0.03,0.01,"  2,398 ","  2,252 ",0.38,0.04,0.47,0.04,0.47,0.01,0.34,0.05,0.46,0.03,0.47,0.01,0.02,0.03,0.0,0.0,0.01,0.0,0.26,0.09,0.015,0.01,0.023,0.005,"  2,114 ",  61 ,  192 ,"  1,964 ",  89 ,  169 
17,ILLINOIS,75,24200,Bourbonnais,0.45,0.01,0.02,0.0,"  3,675 ",,,0.4,0.02,0.47,0.01,,,0.02,0.01,0.02,0.01,"  3,122 ",,  406 ,0.46,0.01,0.44,0.01,0.0,0.0,0.04,0.01,"  1,901 ","  1,774 ",,,0.41,0.03,0.49,0.01,,,0.4,0.03,0.46,0.01,,,0.01,0.01,0.0,0.0,,,0.026,0.02,0.044,0.01,"  1,604 ",,  214 ,"  1,519 ",,  190 
17,ILLINOIS,77,25601,Carbondale,0.41,0.01,0.03,0.0,"  5,332 ",0.3,0.01,0.43,0.04,0.46,0.01,0.05,0.01,-0.01,0.01,0.02,0.0,"  3,325 ","  1,622 ",  217 ,0.42,0.01,0.4,0.01,0.0,0.0,0.05,0.01,"  2,803 ","  2,529 ",0.32,0.01,0.41,0.06,0.46,0.01,0.28,0.01,0.45,0.04,0.45,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.1,0.02,0.004,0.01,0.027,0.007,"  1,714 ",  907 ,  130 ,"  1,611 ",  717 ,  86 
17,ILLINOIS,79,23302,Douglas,0.5,0.01,0.01,0.0,"  1,236 ",,,,,0.5,0.01,,,,,0.01,0.0,"  1,209 ",,,0.51,0.02,0.48,0.02,0.0,0.0,0.02,0.01,  618 ,  617 ,,,,,0.51,0.02,,,,,0.49,0.02,,,,,0.0,0.0,,,,,0.02,0.011,  606 ,,,  602 ,,
17,ILLINOIS,81,25500,Centralia,0.39,0.01,0.03,0.0,"  4,559 ",0.28,0.01,0.36,0.04,0.42,0.01,0.06,0.02,0.01,0.01,0.02,0.0,"  3,633 ",  654 ,  109 ,0.41,0.01,0.38,0.01,0.01,0.0,0.05,0.01,"  2,351 ","  2,208 ",0.3,0.02,0.39,0.06,0.44,0.01,0.27,0.02,0.33,0.06,0.41,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.11,0.04,0.052,0.06,0.031,0.007,"  1,885 ",  320 ,  52 ,"  1,749 ",  333 ,  56 
17,ILLINOIS,83,24900,Edwardsville,0.44,0.01,0.02,0.01,"  1,938 ",,,0.44,0.08,0.45,0.01,,,,,0.02,0.01,"  1,836 ",,  27 ,0.45,0.01,0.43,0.01,0.0,0.0,0.03,0.01,  986 ,  950 ,,,,,0.46,0.01,,,,,0.44,0.01,,,,,0.0,0.0,,,,,0.034,0.011,  919 ,,,  917 ,,
17,ILLINOIS,85,23200,Dubuque,0.51,0.01,0.01,0.0,"  1,854 ",,,0.43,0.07,0.52,0.01,,,0.0,0.02,0.01,0.0,"  1,769 ",,  48 ,0.52,0.01,0.51,0.01,0.0,0.0,0.02,0.01,  981 ,  872 ,,,,,0.53,0.01,,,,,0.52,0.01,,,,,0.0,0.0,,,,,0.016,0.007,  942 ,,,  828 ,,
17,ILLINOIS,87,25601,Carbondale,0.42,0.01,0.02,0.01,"  1,203 ",,,,,0.43,0.01,,,,,0.01,0.01,"  1,136 ",,,0.43,0.02,0.41,0.02,0.0,0.0,0.03,0.01,  597 ,  604 ,,,,,0.44,0.02,,,,,0.41,0.02,,,,,0.0,0.0,,,,,0.034,0.015,  556 ,,,  580 ,,
17,ILLINOIS,89,24300,Chicago,0.4,0.0,0.02,0.0,"  36,189 ",0.32,0.01,0.43,0.0,0.46,0.0,0.06,0.01,0.02,0.0,0.01,0.0,"  11,796 ","  5,637 ","  20,966 ",0.41,0.0,0.39,0.0,0.0,0.0,0.05,0.0,"  18,698 ","  17,493 ",0.33,0.01,0.44,0.01,0.47,0.01,0.31,0.01,0.42,0.01,0.44,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.033,0.0,0.025,0.004,"  5,961 ","  3,022 ","  10,975 ","  5,831 ","  2,609 ","  9,994 "
17,ILLINOIS,91,24200,Bourbonnais,0.4,0.0,0.04,0.0,"  10,966 ",0.31,0.01,0.4,0.01,0.46,0.01,0.08,0.01,0.04,0.01,0.01,0.0,"  5,575 ","  4,606 ","  1,193 ",0.41,0.01,0.39,0.01,0.01,0.0,0.08,0.01,"  5,825 ","  5,147 ",0.34,0.01,0.4,0.02,0.46,0.01,0.28,0.01,0.4,0.02,0.47,0.01,0.01,0.0,0.02,0.01,0.0,0.0,0.16,0.02,0.048,0.02,0.028,0.006,"  2,948 ","  2,388 ",  641 ,"  2,633 ","  2,220 ",  552 
17,ILLINOIS,93,24300,Chicago,0.45,0.01,0.01,0.0,"  2,984 ",0.34,0.03,0.45,0.02,0.48,0.01,0.04,0.03,0.02,0.01,0.01,0.0,"  2,219 ",  83 ,  541 ,0.47,0.01,0.44,0.01,0.0,0.0,0.03,0.01,"  1,577 ","  1,407 ",0.41,0.05,0.45,0.03,0.5,0.01,0.31,0.04,0.46,0.02,0.47,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.07,0.04,0.031,0.02,0.022,0.007,"  1,150 ",  51 ,  309 ,"  1,069 ",  32 ,  235 
17,ILLINOIS,95,23700,Galesburg,0.4,0.01,0.02,0.0,"  5,212 ",0.37,0.02,0.39,0.02,0.42,0.01,0.04,0.02,0.01,0.01,0.02,0.0,"  4,137 ",  648 ,  320 ,0.41,0.01,0.4,0.01,0.01,0.0,0.04,0.01,"  2,663 ","  2,545 ",0.39,0.02,0.4,0.03,0.42,0.01,0.34,0.03,0.38,0.03,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.06,0.03,-0.01,0.01,0.037,0.008,"  2,086 ",  322 ,  187 ,"  2,048 ",  319 ,  137 
17,ILLINOIS,97,24300,Chicago,0.41,0.0,0.03,0.0,"  47,796 ",0.32,0.0,0.43,0.0,0.48,0.0,0.07,0.01,0.02,0.0,0.02,0.0,"  19,445 ","  9,457 ","  18,567 ",0.43,0.0,0.4,0.0,0.0,0.0,0.05,0.0,"  23,931 ","  23,856 ",0.34,0.01,0.43,0.01,0.5,0.0,0.29,0.01,0.42,0.01,0.45,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.031,0.0,0.026,0.003,"  9,668 ","  4,811 ","  9,500 ","  9,772 ","  4,642 ","  9,063 "
17,ILLINOIS,99,23900,Peoria,0.43,0.0,0.02,0.0,"  9,309 ",0.36,0.03,0.43,0.01,0.44,0.01,0.08,0.04,0.01,0.0,0.02,0.0,"  7,622 ",  202 ,"  1,214 ",0.44,0.01,0.42,0.01,0.01,0.0,0.04,0.01,"  4,786 ","  4,521 ",0.35,0.04,0.42,0.02,0.46,0.01,0.37,0.04,0.44,0.02,0.43,0.01,0.02,0.02,0.01,0.0,0.01,0.0,0.11,0.06,0.015,0.01,0.038,0.006,"  3,892 ",  125 ,  634 ,"  3,729 ",  80 ,  579 
17,ILLINOIS,101,14802,Vincennes,0.41,0.01,0.03,0.01,"  1,964 ",,,,,0.42,0.01,,,,,0.03,0.01,"  1,871 ",,,0.42,0.01,0.4,0.02,0.0,0.0,0.06,0.02,  922 ,"  1,039 ",,,,,0.43,0.01,,,,,0.41,0.02,,,,,0.0,0.0,,,,,0.054,0.015,  875 ,,,  993 ,,
17,ILLINOIS,103,24400,Rockford,0.45,0.01,0.02,0.0,"  2,907 ",0.31,0.04,0.43,0.03,0.46,0.01,0.13,0.07,0.03,0.02,0.01,0.0,"  2,564 ",  83 ,  158 ,0.45,0.01,0.45,0.01,0.0,0.0,0.03,0.01,"  1,500 ","  1,408 ",0.34,0.06,0.45,0.05,0.47,0.01,0.28,0.05,0.41,0.05,0.46,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.24,0.11,0.054,0.04,0.027,0.008,"  1,316 ",  43 ,  90 ,"  1,248 ",  41 ,  69 
17,ILLINOIS,105,23400,Bloomington,0.43,0.01,0.03,0.01,"  3,093 ",0.38,0.05,0.42,0.03,0.45,0.01,0.07,0.06,0.0,0.01,0.03,0.01,"  2,776 ",  68 ,  172 ,0.45,0.01,0.42,0.01,0.0,0.0,0.05,0.01,"  1,583 ","  1,510 ",0.31,0.07,0.33,0.05,0.47,0.01,0.38,0.07,0.48,0.05,0.43,0.01,,,0.0,0.01,0.0,0.0,0.12,0.1,-0.006,0.01,0.055,0.013,"  1,422 ",  50 ,  89 ,"  1,355 ",  20 ,  84 
17,ILLINOIS,107,24802,Springfield,0.43,0.01,0.02,0.01,"  2,531 ",0.35,0.05,0.5,0.05,0.44,0.01,0.06,0.06,0.02,0.03,0.02,0.01,"  2,327 ",  71 ,  53 ,0.43,0.01,0.42,0.01,0.01,0.0,0.03,0.01,"  1,274 ","  1,257 ",0.42,0.09,0.49,0.08,0.44,0.01,0.28,0.05,0.5,0.07,0.43,0.01,,,0.02,0.03,0.01,0.0,0.09,0.07,0.006,0.02,0.028,0.009,"  1,176 ",  42 ,  28 ,"  1,152 ",  29 ,  25 
17,ILLINOIS,109,23700,Galesburg,0.46,0.01,0.01,0.0,"  2,588 ",0.37,0.04,0.34,0.05,0.47,0.01,0.03,0.03,0.01,0.02,0.01,0.0,"  2,300 ",  160 ,  54 ,0.48,0.01,0.44,0.01,0.0,0.0,0.02,0.01,"  1,313 ","  1,275 ",0.44,0.05,,,0.49,0.01,0.35,0.05,0.29,0.07,0.45,0.01,-0.01,0.02,,,0.01,0.0,0.06,0.05,,,0.019,0.007,"  1,162 ",  72 ,  28 ,"  1,138 ",  94 ,
17,ILLINOIS,111,24300,Chicago,0.46,0.0,0.01,0.0,"  14,209 ",0.39,0.03,0.43,0.01,0.49,0.0,0.01,0.0,0.01,0.0,0.01,0.0,"  10,579 ",  190 ,"  3,077 ",0.48,0.01,0.45,0.01,0.0,0.0,0.02,0.0,"  7,392 ","  6,818 ",0.4,0.04,0.43,0.01,0.51,0.01,0.38,0.04,0.44,0.01,0.47,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.017,0.0,0.018,0.003,"  5,491 ",  98 ,"  1,615 ","  5,089 ",  92 ,"  1,461 "
17,ILLINOIS,113,23400,Bloomington,0.42,0.0,0.03,0.0,"  9,364 ",0.33,0.01,0.42,0.02,0.46,0.01,0.09,0.01,0.03,0.01,0.02,0.0,"  6,662 ","  1,723 ",  622 ,0.44,0.01,0.41,0.01,0.01,0.0,0.06,0.01,"  4,705 ","  4,657 ",0.36,0.01,0.43,0.03,0.46,0.01,0.29,0.01,0.41,0.03,0.45,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.19,0.03,0.056,0.03,0.037,0.007,"  3,314 ",  891 ,  330 ,"  3,346 ",  831 ,  292 
